Nr;Data i czas;Przewodnosc 1 [µS/cm] (3);Przewodnosc 2 [µS/cm] (4);Przewodnosc 3 [µS/cm] (9);Przewodnosc 4 [µS/cm] (10);Przewodnosc 5 [µS/cm] (11);Przewodnosc 6 [µS/cm] (12)
380;2024-04-11 12:21:39,4;578,4575;377,0583;443,4735;2198,3247;2,2886;-4999,6906
381;2024-04-11 12:21:42,4;579,8816;384,3471;447,9479;2208,7297;2,2522;-4999,8583
382;2024-04-11 12:21:45,4;580,8669;387,5355;460,3822;2218,1138;2,1697;-4999,8816
383;2024-04-11 12:21:48,4;579,178;388,1407;471,6882;2233,0958;2,2856;-4999,9328
384;2024-04-11 12:21:51,4;576,1156;389,4884;473,1492;2236,5293;2,2039;-4999,8704
385;2024-04-11 12:21:54,4;576,706;397,7097;465,0514;2252,2001;2,3523;-4999,9175
386;2024-04-11 12:21:57,4;579,6153;398,803;468,4702;2247,3444;2,2414;-4999,8427
387;2024-04-11 12:22:00,4;581,6261;389,0998;464,7605;2242,6112;2,1369;-4999,8014
388;2024-04-11 12:22:03,4;582,3521;383,929;464,7059;2249,7328;2,3244;-4999,8233
389;2024-04-11 12:22:06,4;580,3084;383,7147;467,6082;2253,1212;2,3053;-4999,8497
390;2024-04-11 12:22:09,4;578,9777;387,8894;471,2532;2266,7201;2,2434;-4999,8636
391;2024-04-11 12:22:12,4;578,9407;388,3976;474,7287;2294,1536;2,1709;-4999,8587
392;2024-04-11 12:22:15,4;578,6378;396,8614;474,5904;2315,4298;2,2694;-4999,9121
393;2024-04-11 12:22:18,4;577,9112;401,631;478,165;2333,5862;2,5286;-4999,8895
394;2024-04-11 12:22:21,4;580,6881;401,5267;493,3422;2342,4732;2,2651;-4999,8884
395;2024-04-11 12:22:24,4;584,0615;401,6586;506,8407;2356,0072;2,2174;-4999,8464
396;2024-04-11 12:22:27,4;586,3665;397,6696;507,3215;2366,1084;2,0745;-4999,8229
397;2024-04-11 12:22:30,4;586,9261;396,1978;498,8923;2360,8613;2,259;-4999,7841
398;2024-04-11 12:22:33,4;589,445;396,871;497,7376;2352,0677;2,417;-4999,8421
399;2024-04-11 12:22:36,4;590,3007;396,2829;498,4079;2341,626;2,4519;-4999,924
400;2024-04-11 12:22:39,4;590,4812;397,7135;501,047;2344,6974;2,2536;-4999,9647
401;2024-04-11 12:22:42,4;591,2904;400,9622;504,8397;2344,5335;2,2679;-4999,9504
402;2024-04-11 12:22:45,4;593,7213;404,3608;506,1732;2358,6112;2,2302;-4999,904
403;2024-04-11 12:22:48,4;594,5022;407,1272;505,6031;2362,6157;2,3479;-4999,9132
404;2024-04-11 12:22:51,4;595,4736;408,9501;513,6531;2369,3208;2,3694;-4999,8864
405;2024-04-11 12:22:54,4;599,674;412,4012;512,3802;2364,7264;2,2652;-4999,855
406;2024-04-11 12:22:57,4;601,529;417,3988;509,5008;2361,9796;2,2004;-4999,9429
407;2024-04-11 12:23:00,4;602,1735;417,9228;501,1069;2374,5889;2,1344;-4999,9698
408;2024-04-11 12:23:03,4;604,8717;416,1583;494,9349;2400,6052;2,0655;-4999,7936
409;2024-04-11 12:23:06,4;607,3219;418,0828;493,8641;2422,713;2,2574;-4999,8201
410;2024-04-11 12:23:09,4;610,2174;420,3332;492,7792;2439,6774;2,3629;-4999,8653
411;2024-04-11 12:23:12,4;612,1308;418,1327;495,1089;2483,5655;2,2777;-4999,9292
412;2024-04-11 12:23:15,4;612,9507;410,9115;496,364;2517,3838;2,3191;-4999,9692
413;2024-04-11 12:23:18,4;611,6311;409,1102;500,767;2545,3359;2,4245;-4999,915
414;2024-04-11 12:23:21,4;611,4755;413,1483;499,5801;2546,7518;2,4669;-4999,8209
415;2024-04-11 12:23:24,4;611,2373;417,3952;491,5258;2557,2344;2,305;-4999,7942
416;2024-04-11 12:23:27,4;610,6609;421,4339;487,9728;2578,0109;2,2444;-4999,8719
417;2024-04-11 12:23:30,4;611,0931;419,0829;491,9313;2556,7712;2,3522;-4999,9006
418;2024-04-11 12:23:33,4;611,6041;412,05;498,6789;2551,5684;2,2898;-4999,7727
419;2024-04-11 12:23:36,4;611,8288;409,2019;504,1225;2562,1067;2,3543;-4999,8769
420;2024-04-11 12:23:39,4;613,1924;411,4979;507,2775;2560,9681;2,4041;-4999,929
421;2024-04-11 12:23:42,4;619,3159;414,7943;511,1079;2560,5204;2,4141;-4999,9318
422;2024-04-11 12:23:45,4;625,5217;416,4351;512,5499;2562,2744;2,2527;-4999,9003
423;2024-04-11 12:23:48,4;628,678;418,0444;512,159;2547,0226;2,341;-4999,879
424;2024-04-11 12:23:51,4;631,3232;418,0962;512,8379;2567,0288;2,2635;-4999,7585
425;2024-04-11 12:23:54,4;627,6094;415,5452;514,6033;2581,2389;2,1926;-4999,7442
426;2024-04-11 12:23:57,4;627,4062;414,8933;521,505;2587,7114;2,2345;-4999,906
427;2024-04-11 12:24:00,4;630,6899;417,1134;524,0789;2569,8571;2,2594;-4999,8235
428;2024-04-11 12:24:03,4;634,5302;418,2341;524,5827;2575,2229;2,5001;-4999,8055
429;2024-04-11 12:24:06,4;641,1811;418,5792;523,6811;2588,36;2,3257;-4999,9292
430;2024-04-11 12:24:09,4;648,2635;424,4035;518,2996;2601,5796;2,2665;-4999,865
431;2024-04-11 12:24:12,4;653,6049;427,7646;520,7729;2600,1872;2,2737;-4999,8723
432;2024-04-11 12:24:15,4;654,1337;430,6903;522,9222;2601,7012;2,2668;-4999,8568
433;2024-04-11 12:24:18,4;655,4717;431,1205;523,224;2604,527;2,4258;-4999,9157
434;2024-04-11 12:24:21,4;658,9966;433,0398;527,877;2595,9838;2,2783;-4999,9426
435;2024-04-11 12:24:24,4;660,6041;429,8523;522,4331;2591,4999;2,3743;-4999,908
436;2024-04-11 12:24:27,4;659,1707;431,0885;518,4771;2570,0847;2,4101;-4999,8725
437;2024-04-11 12:24:30,4;658,5243;433,1642;519,6186;2553,7234;2,3545;-4999,8465
438;2024-04-11 12:24:33,4;662,2745;431,9105;526,4331;2523,4628;2,3125;-4999,9316
439;2024-04-11 12:24:36,4;666,5188;428,8267;529,235;2482,2175;2,3444;-4999,7716
440;2024-04-11 12:24:39,4;667,119;423,5897;531,6099;2442,1588;2,3109;-4999,7829
441;2024-04-11 12:24:42,4;664,8079;422,7606;535,3573;2399,4809;2,3382;-4999,9091
442;2024-04-11 12:24:45,4;663,6105;428,0738;536,8224;2384,8013;2,368;-4999,938
443;2024-04-11 12:24:48,4;661,5681;433,5515;534,3838;2389,949;2,4238;-4999,9076
444;2024-04-11 12:24:51,4;658,105;431,609;534,5969;2376,5264;2,4956;-4999,7894
445;2024-04-11 12:24:54,4;657,6504;434,9036;537,5322;2377,4789;2,2213;-4999,8441
446;2024-04-11 12:24:57,4;653,8608;433,5669;539,6807;2376,2167;2,2735;-4999,8054
447;2024-04-11 12:25:00,4;652,3189;432,9537;540,3839;2376,4858;2,3016;-4999,8679
448;2024-04-11 12:25:03,4;647,6277;434,4382;544,4186;2398,3546;2,3043;-4999,8691
449;2024-04-11 12:25:06,4;644,6781;432,1362;543,2569;2447,7644;2,2797;-4999,881
450;2024-04-11 12:25:09,4;642,5614;430,6336;536,6576;2499,7476;2,2925;-4999,8402
451;2024-04-11 12:25:12,4;640,3869;428,7936;534,8128;2547,5552;2,286;-4999,9644
452;2024-04-11 12:25:15,4;638,1387;427,8355;532,58;2590,8744;2,3089;-4999,854
453;2024-04-11 12:25:18,4;637,1028;426,3846;533,0244;2619,2896;2,4075;-4999,8051
454;2024-04-11 12:25:21,4;636,8853;427,9345;539,0309;2615,1755;2,4154;-4999,903
455;2024-04-11 12:25:24,4;638,7566;429,318;539,2276;2617,1466;2,3072;-4999,9633
456;2024-04-11 12:25:27,4;642,4699;428,5221;539,2722;2599,3504;2,2476;-4999,8696
457;2024-04-11 12:25:30,4;645,8378;430,7023;542,7931;2570,9162;2,3065;-4999,8879
458;2024-04-11 12:25:33,4;642,3589;432,2376;544,6264;2579,4557;2,3999;-4999,8253
459;2024-04-11 12:25:36,4;639,2277;434,3066;541,8257;2573,2596;2,3212;-4999,9222
460;2024-04-11 12:25:39,4;641,549;435,4511;541,1924;2587,655;2,2076;-4999,8692
461;2024-04-11 12:25:42,4;646,0233;436,439;540,3543;2604,0023;2,2705;-4999,946
462;2024-04-11 12:25:45,4;644,7574;437,5738;539,3132;2601,7741;2,334;-4999,988
463;2024-04-11 12:25:48,4;650,0188;437,5818;538,6306;2599,4578;2,3211;-4999,876
464;2024-04-11 12:25:51,4;652,6781;438,4118;541,1549;2587,0107;2,3735;-4999,9315
465;2024-04-11 12:25:54,4;650,0394;439,6312;543,5116;2586,2512;2,2685;-4999,9221
466;2024-04-11 12:25:57,4;648,3489;440,0166;541,1972;2622,4326;2,1768;-4999,9139
467;2024-04-11 12:26:00,4;645,3093;440,0362;547,3821;2644,7894;2,2452;-4999,9808
468;2024-04-11 12:26:03,4;644,929;440,9831;547,6366;2652,7634;2,1395;-4999,9029
469;2024-04-11 12:26:06,4;645,2452;442,216;545,0181;2640,726;2,3531;-4999,9495
470;2024-04-11 12:26:09,4;650,0757;442,0992;544,0594;2643,2514;2,2895;-4999,9737
471;2024-04-11 12:26:12,4;651,5879;441,8183;549,5086;2661,8941;2,2324;-4999,8938
472;2024-04-11 12:26:15,4;651,8639;443,7826;554,9888;2663,9934;2,2658;-4999,9605
473;2024-04-11 12:26:18,4;652,7631;444,0314;553,1717;2667,2074;2,2884;-4999,9302
474;2024-04-11 12:26:21,4;654,8447;442,6985;548,5196;2656,8523;2,3229;-4999,9641
475;2024-04-11 12:26:24,4;662,2986;442,0989;548,0682;2652,8032;2,3387;-4999,8842
476;2024-04-11 12:26:27,4;664,027;441,9177;549,6065;2642,3254;2,2285;-4999,9254
477;2024-04-11 12:26:30,4;664,7883;443,2657;549,1895;2644,7345;2,2021;-4999,8307
478;2024-04-11 12:26:33,4;667,9392;442,3605;549,3877;2637,1496;2,4364;-4999,8277
479;2024-04-11 12:26:36,4;670,7753;441,9564;551,4973;2640,5658;2,3605;-4999,8834
480;2024-04-11 12:26:39,4;671,3867;444,5436;555,003;2648,4617;2,3417;-4999,8144
481;2024-04-11 12:26:42,4;671,5715;447,007;553,3326;2655,4758;2,2459;-4999,9586
482;2024-04-11 12:26:45,4;670,7139;445,4247;556,9112;2647,8397;2,2487;-4999,7647
483;2024-04-11 12:26:48,4;670,2708;447,9645;559,6282;2655,2463;2,3254;-4999,8477
484;2024-04-11 12:26:51,4;670,677;450,5933;561,0917;2662,5488;2,2939;-4999,8557
485;2024-04-11 12:26:54,4;668,651;449,1757;560,6799;2681,7832;2,284;-4999,7972
486;2024-04-11 12:26:57,4;671,2083;449,051;560,7642;2694,4418;2,2723;-4999,9139
487;2024-04-11 12:27:00,4;673,0437;447,6962;562,5842;2709,1496;2,4636;-4999,8578
488;2024-04-11 12:27:03,4;671,9017;447,603;560,5351;2722,8921;2,4768;-4999,9409
489;2024-04-11 12:27:06,4;672,1016;448,6469;559,9912;2718,9404;2,3575;-4999,8746
490;2024-04-11 12:27:09,4;673,2572;448,9318;560,0355;2719,1866;2,2665;-4999,972
491;2024-04-11 12:27:12,4;672,4193;449,7134;563,0086;2724,0441;2,2659;-4999,9284
492;2024-04-11 12:27:15,4;673,8888;449,095;564,7396;2733,3039;2,3365;-4999,7493
493;2024-04-11 12:27:18,4;672,8028;448,9447;564,8514;2734,6559;2,3328;-4999,9055
494;2024-04-11 12:27:21,4;672,605;448,875;565,067;2731,639;2,4818;-4999,8303
495;2024-04-11 12:27:24,4;672,7057;451,5078;565,9476;2742,4747;2,2741;-4999,8868
496;2024-04-11 12:27:27,4;676,207;455,2936;567,4052;2750,1856;2,4289;-4999,9339
497;2024-04-11 12:27:30,4;677,8589;456,2168;568,2962;2745,3436;2,271;-4999,8093
498;2024-04-11 12:27:33,4;678,9552;457,541;568,5672;2751,476;2,2386;-4999,7926
499;2024-04-11 12:27:36,4;682,1859;457,0502;570,5356;2759,7509;2,2722;-4999,9249
500;2024-04-11 12:27:39,4;688,079;454,9818;573,5496;2747,7903;2,2794;-4999,9458
501;2024-04-11 12:27:42,4;688,0807;454,8105;569,5825;2731,7443;2,3643;-4999,9879
502;2024-04-11 12:27:45,4;686,8312;456,0581;567,7147;2731,4763;2,2408;-4999,9009
503;2024-04-11 12:27:48,4;686,1086;456,34;569,3273;2730,6389;2,3962;-4999,866
504;2024-04-11 12:27:51,4;686,4576;456,557;570,7672;2742,2689;2,4212;-4999,8619
505;2024-04-11 12:27:54,4;684,9984;455,8691;571,8895;2758,7746;2,385;-4999,8323
506;2024-04-11 12:27:57,4;686,3954;456,3249;572,4929;2762,7249;2,2975;-4999,8898
507;2024-04-11 12:28:00,4;689,0071;457,7832;573,3771;2761,1525;2,2128;-4999,9229
508;2024-04-11 12:28:03,4;688,0012;456,9697;573,0913;2762,8881;2,2733;-4999,8732
509;2024-04-11 12:28:06,4;691,6912;459,0974;576,1271;2763,4394;2,3441;-4999,9717
510;2024-04-11 12:28:09,4;696,1534;460,6321;581,333;2767,6905;2,2749;-4999,8732
511;2024-04-11 12:28:12,4;696,8013;459,1144;580,4392;2784,5914;2,4578;-4999,9243
512;2024-04-11 12:28:15,4;700,4137;460,6403;581,4944;2800,5077;2,3205;-4999,8543
513;2024-04-11 12:28:18,4;699,7956;460,6314;579,8064;2793,486;2,4024;-4999,8398
514;2024-04-11 12:28:21,4;697,877;458,8243;579,151;2801,129;2,338;-4999,8964
515;2024-04-11 12:28:24,4;699,468;459,7518;581,3615;2812,3555;2,2921;-4999,8327
516;2024-04-11 12:28:27,4;702,02;462,5678;581,9643;2810,536;2,2607;-4999,8004
517;2024-04-11 12:28:30,4;705,4364;463,2376;584,1629;2819,6326;2,3318;-4999,8804
518;2024-04-11 12:28:33,4;708,2012;463,3716;584,0414;2822,8949;2,4897;-4999,8676
519;2024-04-11 12:28:36,4;706,4031;465,5947;584,7205;2827,8706;2,2941;-4999,8464
520;2024-04-11 12:28:39,4;707,2315;464,7847;584,7949;2839,3654;2,2417;-4999,8087
521;2024-04-11 12:28:42,4;706,8773;463,684;586,0842;2836,2138;2,3151;-4999,8298
522;2024-04-11 12:28:45,4;708,8347;463,3313;590,4761;2844,7322;2,4126;-4999,8303
523;2024-04-11 12:28:48,4;708,9855;464,4797;587,7968;2844,0512;2,3771;-4999,8699
524;2024-04-11 12:28:51,4;708,2401;465,0622;588,6494;2834,4671;2,3129;-4999,8261
525;2024-04-11 12:28:54,4;708,8107;466,3404;587,9837;2851,3349;2,2965;-4999,8557
526;2024-04-11 12:28:57,4;708,162;468,5451;588,1986;2857,4584;2,3993;-4999,6748
527;2024-04-11 12:29:00,4;708,8796;470,6758;585,2357;2853,6752;2,454;-4999,759
528;2024-04-11 12:29:03,4;711,0574;471,0284;584,8343;2856,2036;2,2407;-4999,7731
529;2024-04-11 12:29:06,4;711,1882;471,1575;586,8553;2846,4778;2,2512;-4999,9106
530;2024-04-11 12:29:09,4;712,0046;470,2546;586,254;2857,9483;2,4102;-4999,9242
531;2024-04-11 12:29:12,4;714,0477;470,1889;586,4296;2867,3355;2,3753;-4999,9401
532;2024-04-11 12:29:15,4;713,8398;468,7529;589,2576;2865,0816;2,3295;-4999,9286
533;2024-04-11 12:29:18,4;713,2395;466,2007;590,7465;2858,1011;2,3271;-4999,949
534;2024-04-11 12:29:21,4;714,4627;465,4861;591,7945;2854,8302;2,3353;-4999,859
535;2024-04-11 12:29:24,4;713,9192;468,1777;591,5891;2863,6584;2,2275;-4999,794
536;2024-04-11 12:29:27,4;713,2433;470,2637;596,3251;2869,4336;2,3518;-4999,8188
537;2024-04-11 12:29:30,4;713,2235;469,306;596,3012;2870,2468;2,352;-4999,943
538;2024-04-11 12:29:33,4;716,4006;469,5796;595,7421;2881,1941;2,2903;-4999,8493
539;2024-04-11 12:29:36,4;717,2674;469,9899;596,8202;2893,7711;2,3677;-4999,8874
540;2024-04-11 12:29:39,4;717,1035;470,0952;598,2212;2902,3476;2,2974;-4999,8121
541;2024-04-11 12:29:42,4;717,3269;470,0159;600,0395;2917,4047;2,302;-4999,8397
542;2024-04-11 12:29:45,4;719,7605;469,8866;599,6184;2919,4525;2,2588;-4999,8349
543;2024-04-11 12:29:48,4;720,0362;472,5874;597,4575;2918,8948;2,322;-4999,8839
544;2024-04-11 12:29:51,4;721,2387;473,7789;599,5102;2918,1274;2,4674;-4999,9269
545;2024-04-11 12:29:54,4;723,6374;473,4648;600,7503;2931,2689;2,2808;-4999,9285
546;2024-04-11 12:29:57,4;728,5206;473,6855;602,3149;2942,1417;2,3803;-4999,8572
547;2024-04-11 12:30:00,4;728,8932;473,0803;602,4157;2948,4625;2,276;-4999,9137
548;2024-04-11 12:30:03,4;728,3454;474,37;601,8062;2953,2575;2,267;-4999,89
549;2024-04-11 12:30:06,4;730,9087;473,8964;600,2162;2951,4248;2,356;-4999,8609
550;2024-04-11 12:30:09,4;732,1729;474,472;600,8406;2943,8202;2,3044;-4999,9057
551;2024-04-11 12:30:12,4;729,5244;474,1713;600,6841;2948,9942;2,3033;-4999,979
552;2024-04-11 12:30:15,4;729,4351;474,6782;600,442;2951,4527;2,4499;-4999,8928
553;2024-04-11 12:30:18,4;728,5971;474,8049;602,5602;2955,2321;2,386;-4999,8188
